Date,S&P500,Treasury_30y_10y_Spread,VIX
2007-01-04,0.07250232177315795,0.14448000749998355,-1.2814368357127164
2007-01-05,-0.5101531221534026,-0.4383978887726059,-1.1362764778162846
2007-01-08,0.15121485700243928,-0.827014035947723,-1.1678725063572108
2007-01-09,-0.06614068839891993,0.09590877966436008,-1.1883794776320147
2007-01-10,0.12900888195355234,0.2902168532519099,-1.2909198363902197
2007-01-11,0.477248547589432,-0.146947359513797,-1.437275189148247
2007-01-12,0.3597402752218597,0.24164562541628168,-1.6239585844477311
2007-01-16,0.0399091923453641,0.14448000749998355,-1.4700492316955447
2007-01-17,-0.09614719355771792,0.04733755182872785,-1.5083618876366212
2007-01-18,-0.26153431239787056,0.04736071407376153,-1.4422916256926723
2007-01-19,0.20473967998036627,-0.3898266609369831,-1.557678138094078
2007-01-22,-0.4456712116564087,0.04733755182872852,-1.4624507493114405
2007-01-23,0.25595962383573223,0.24162246317124328,-1.5734388433964601
2007-01-24,0.6477901120253147,0.3387880810875421,-1.6946447770643855
2007-01-25,-0.925890912781261,-0.24411297743009114,-1.350948527949171
2007-01-26,-0.12113000343907361,0.2902168532519146,-1.3728868727472938
2007-01-29,-0.11229890955784251,-0.5355635066889047,-1.295673858867874
2007-01-30,0.4323920983984125,0.8245466839339102,-1.414814257215684
2007-01-31,0.4972289550906989,-0.34125543310135087,-1.5524446028871473
2007-02-01,0.3993240302177789,-0.19551858734942454,-1.5813535245921326
2007-02-02,0.10949969333402179,0.14448000749998827,-1.6428097325965898
2007-02-05,-0.10192847377786175,0.14448000749998288,-1.5186702791556477
2007-02-06,0.030395494084231815,0.14450316974502195,-1.492972199055687
2007-02-07,0.08573889736229681,0.09593194190938904,-1.5787129093566277
2007-02-08,-0.11884915873741322,-0.001256838251937388,-1.5472213522893967
2007-02-09,-0.589571747700805,-1.2641782487134252,-1.3802390163284743
2007-02-12,-0.2847072164581789,0.04736071407376153,-1.2578728801471115
2007-02-13,0.5765141001467958,0.24162246317124328,-1.5734388433964601
2007-02-14,0.5801891149402492,0.4359536990038362,-1.6025728858741237
2007-02-15,0.05736291425441969,0.09590877966435536,-1.605236743732029
2007-02-16,-0.09438460604737596,-0.0012336760069043807,-1.6590722737486128
2007-02-20,0.20068582108514144,0.09593194190938904,-1.5999113768312097
2007-02-21,-0.1367702590625588,-0.1469705217588253,-1.6105727967354595
2007-02-22,-0.09325302661377419,0.14448000749998355,-1.6159190679157867
2007-02-23,-0.308816106151359,0.19307439758064945,-1.5109353920203108
2007-02-26,-0.12480473004014907,-0.09839929392319846,-1.3679965225290789
2007-02-27,-2.8341534241856094,0.7274042282626497,-0.016875138429231426
2007-02-28,0.4156998870366123,0.09590877966435536,-0.4848077877572234
2007-03-01,-0.23154151944248902,0.19305123533561575,-0.4150475278846957
2007-03-02,-0.936579122959078,0.5816905447557625,0.027394561312077143
2007-03-05,-0.7763401548259461,0.04731438958369349,0.1727463907537984
2007-03-06,1.1969475755199352,-0.43837472652757625,-0.39104738537818734
2007-03-07,-0.22124933472756722,0.5816442202656891,-0.516792458346635
2007-03-08,0.5393622762850104,0.09593194190938972,-0.6921182330070508
2007-03-09,0.02877632259268179,-0.34127859534638455,-0.7305119516348882
2007-03-12,0.18768429540123605,0.24164562541628168,-0.7499137590753261
2007-03-13,-1.6606809988289557,1.1645684410283565,-0.04378641015172835
2007-03-14,0.5049890826995684,0.43593053675880117,-0.17616440501937108
2007-03-15,0.2671882091146829,-0.7784196458670564,-0.3119879995947243
2007-03-16,-0.3299277373978884,-0.292684205265718,-0.2529466339561347
2007-03-19,0.8361639839500057,-0.1955417495944589,-0.635523533076795
2007-03-20,0.4767414777199202,0.6788098381819831,-0.8938410153953061
2007-03-21,1.321086830799425,0.8731179117695431,-1.1250806121013213
2007-03-22,-0.052761840644037425,0.7273810660176148,-0.9645440392811523
2007-03-23,0.06187238783432129,-0.34125543310134954,-0.9603339545246289
2007-03-26,0.05182933117940876,0.48452492683946774,-0.9165154378531423
2007-03-27,-0.5181324768081572,0.04733755182872313,-0.8510711053797855
2007-03-28,-0.6607322734113079,0.6788098381819886,-0.5636657870267492
2007-03-29,0.27162078062596984,-0.6812771901957974,-0.5347252173393263
2007-03-30,-0.11842967349191702,0.14450316974502128,-0.626204323867125
2007-04-02,0.18108718699043672,-0.29270736751075166,-0.6467488686520895
2007-04-03,0.7091316410786617,-0.5841115722795033,-0.8551155372285052
2007-04-04,0.06333541575412165,0.5330729924300616,-0.9000063613101467
2007-04-05,0.21698241556809425,0.0473607140737622,-0.902064581482116
2007-04-09,0.02171502998112091,-1.1184645652065366,-0.9206582892791211
2007-04-10,0.18263939496047873,0.5330961546750952,-1.0177279189354227
2007-04-11,-0.549206945757764,-0.292684205265718,-0.849051042798005
2007-04-12,0.46669777340979995,-0.14697052175883138,-1.0112908125909719
2007-04-13,0.2516854281178971,-0.3898266609369784,-1.122846865140965
2007-04-16,0.8173247759831921,-0.4869922788532711,-1.1724163843905524
2007-04-17,0.14526614237928995,0.19307439758064876,-1.1362764778162846
2007-04-18,0.030013096729550468,0.29021685325190916,-1.0741632836139323
2007-04-19,-0.1206621847443168,0.04733755182872852,-1.0479708775010217
2007-04-20,0.7076039728741258,0.33878808108753666,-1.1520287890174312
2007-04-23,-0.2083995508112343,0.241645625416283,-0.9414681858236328
2007-04-24,-0.05297822935505476,0.19305123533561508,-0.9248076490663584
2007-04-25,0.776748714493988,0.09593194190938972,-0.9061854965653535
2007-04-26,-0.08727602603787982,-0.0012336760069043807,-0.9941990592470816
2007-04-27,-0.03464178954610842,0.14450316974502128,-1.0675915853324094
2007-04-30,-0.6499278606163309,-0.0012568382519380621,-0.7054945206142563
2007-05-01,0.18537848507467813,-0.6327059623601644,-0.845015406211948
2007-05-02,0.4877184068595571,-0.04980490384253729,-0.933125180023792
2007-05-03,0.3179587724072413,-0.48696911660823744,-0.9310433654865471
2007-05-04,0.1456296881523297,0.04733755182872717,-0.968760842261401
2007-05-07,0.17844367763346441,-0.29268420526572203,-0.9185861747469579
2007-05-08,-0.11779111536950727,0.48452492683946774,-0.9061854965653535
2007-05-09,0.23072497793898203,0.09588561741932236,-0.975098109814574
2007-05-10,-1.1421438564710327,0.5331193169201289,-0.8269290486101005
2007-05-11,0.7375867037616798,-0.09839929392319846,-0.9603339545246289
2007-05-14,-0.16770020377934589,-0.43839788877260993,-0.7557612767896895
2007-05-15,-0.12877414250890798,0.0959087796643547,-0.7460222524172777
2007-05-16,0.657646331337326,-0.292684205265718,-0.8470324771476946
2007-05-17,-0.09806323573750475,-0.43839788877261127,-0.845015406211948
2007-05-18,0.4986181632793501,-0.19554174959445755,-1.0005958549467253
2007-05-21,0.09750105364772713,-0.0012336760069043807,-0.8876897876308733
2007-05-22,-0.07615258647078776,-0.04980490384253729,-0.937293389362746
2007-05-23,-0.12107447410191846,0.14448000749998893,-0.9000063613101467
2007-05-24,-0.800004287943837,-0.19551858734942523,-0.7324459625006243
2007-05-25,0.4071463749795809,-0.19554174959446294,-0.8795096336840594
2007-05-29,0.0996404840966191,-0.7298484180314249,-0.8409859316441476
2007-05-30,0.6069661010911815,-0.001210513761870699,-0.9856932310572087
2007-05-31,-0.00480872856727957,-0.5355635066889041,-0.93937998780538
2007-06-01,0.27140735225708806,-0.7298715802764585,-0.9963297235949374
2007-06-04,0.12173059888026298,-0.6327059623601644,-0.8897387190412833
2007-06-05,-0.4511975446065546,-0.09837613167816478,-0.8209269142220161
2007-06-06,-0.7327087348636753,1.1159972131927285,-0.5837421374725146
2007-06-07,-1.4339508121402595,-0.4869922788532765,-0.20949083244630626
2007-06-08,0.8735733902711192,-0.09839929392319846,-0.5892432519651252
2007-06-11,0.05133812170571385,0.04733755182872852,-0.6132108685162013
2007-06-12,-0.8786303838794455,0.24164562541627696,-0.2724853488321234
2007-06-13,1.172730750079767,-1.555605615727205,-0.6095098837809676
2007-06-14,0.3568244949538761,-0.04982806608756558,-0.8189290746373293
2007-06-15,0.49200778720128246,0.8245466839339095,-0.7596667315584443
2007-06-18,-0.12156286679604393,0.873094749524508,-0.8632226540481635
2007-06-19,0.11238186596753891,0.09593194190938972,-0.981450155175972
2007-06-20,-1.1135182968859576,-0.04980490384253729,-0.620628134478797
2007-06-21,0.464653170513484,0.48450176459443,-0.7074108444133721
2007-06-22,-1.0567097668740864,-0.09837613167816478,-0.42712728160891744
2007-06-25,-0.2804428892493237,-0.09837613167816411,-0.27575552236087625
2007-06-26,-0.28285832969342534,0.14450316974502195,0.06807341823234617
2007-06-27,0.6878058861878534,-0.04982806608757097,-0.4654449811785251
2007-06-28,-0.05831282911165187,-0.7784196458670524,-0.4636914862843116
2007-06-29,-0.1497375805688957,-0.4869922788532765,-0.34535035482819343
2007-07-02,0.82056937069926,0.43593053675880183,-0.488343225274035
2007-07-03,0.2589918715107493,-0.09837613167816411,-0.5745981132941376
2007-07-05,0.0025583117717794773,-0.34125543310135087,-0.4742292593649428
2007-07-06,0.23711006571753887,-0.29268420526571864,-0.6113596593596039
2007-07-09,0.0481308446804561,-0.0012336760069043807,-0.5311292771601682
2007-07-10,-1.1606187743521252,0.3387880810875421,-0.1292519095430311
2007-07-11,0.42838667602635233,0.4359536990038355,-0.2773920825053252
2007-07-12,1.4752066725778865,-0.3898498231820168,-0.4636914862843116
2007-07-13,0.22105937947408708,-0.3898266609369784,-0.5329267396109632
2007-07-16,-0.17777309888953224,-0.09837613167816411,-0.4549410700499349
2007-07-17,-0.032759637607978294,-0.0983992939231978,-0.44796095289546106
2007-07-18,-0.18938878270552092,0.3873593089231696,-0.38422888557504226
2007-07-19,0.32935184834923814,-0.04978174159749889,-0.5185804822104564
2007-07-20,-1.0023812613636698,0.873117911769537,-0.2271113330811151
2007-07-23,0.36101529751046113,-0.24413613967511874,-0.24970402120857754
2007-07-24,-1.6149461969162258,0.727404228262649,0.018597823176790765
2007-07-25,0.3449038368294526,0.19307439758064945,-0.04829739276422792
2007-07-26,-1.9020325204641593,2.3303473958185834,0.3225801787174773
2007-07-27,-1.3063724236405097,-0.2926842052657193,0.7394817000271231
2007-07-30,0.7857903458005154,-0.43839788877260993,0.3396012312081989
2007-07-31,-1.0366488679060561,-0.1955417495944589,0.6652228073498567
2007-08-01,0.5485200694762838,-0.049804903842535934,0.6825399978519402
2007-08-02,0.32066632605647166,-0.19551858734942523,0.3849048645331698
2007-08-03,-2.1667569666589817,1.0188315952764297,0.8488315256519288
2007-08-06,1.8716902761423895,0.4359305367588025,0.5972074343836351
2007-08-07,0.462990592323839,-0.7784428081120914,0.4282044050713252
2007-08-08,1.0855917004867937,0.14448000749998893,0.4142710769055729
2007-08-09,-2.4173049394819603,3.6904575864413967,0.9881209094637081
2007-08-10,0.0050171764458604075,-0.48696911660824416,1.1691902698107406
2007-08-13,-0.06443989179512835,0.04733755182872852,0.9973635078006675
2007-08-14,-1.4814357903434696,1.2131396688639842,1.1088493941099975
2007-08-15,-1.138239433681404,2.3303473958185816,1.3882624191344073
2007-08-16,0.23273621673863945,1.0674259853570975,1.4024360537259413
2007-08-17,1.9039189614110268,0.09590877966435335,1.3271878101625174
2007-08-20,-0.04649867585789389,0.43593053675880383,0.9726466113631935
2007-08-21,0.0612105984226725,0.8245235216888764,0.8585581649451164
2007-08-22,0.9004845764753786,-0.9241333293739457,0.5912636087613424
2007-08-23,-0.11033897253891561,-1.4099150944653516,0.5589418123978688
2007-08-24,0.8865114945684758,-1.9927929907379447,0.3199520509135223
2007-08-27,-0.703832504258589,0.14448000749998893,0.5709574925605466
2007-08-28,-1.9129846474440881,3.1561277557593956,0.9695410960268969
2007-08-29,1.6984976534171803,-0.29266104302068563,0.6986039534251225
2007-08-30,-0.35807367145460883,-0.14697052175882866,0.8379832346170871
2007-08-31,0.8614974768612474,-1.4099150944653516,0.6489599703398057
2007-09-04,0.8026418470488071,-0.6326828001151308,0.578141815487273
2007-09-05,-0.9444884754581879,1.2617108966996158,0.7853017031520491
2007-09-06,0.31216622825795876,-0.8270140359477189,0.7191195053002614
2007-09-07,-1.3804657307895878,1.698875109465324,0.962281293418581
2007-09-10,-0.12629347137585448,-0.3898266609369797,1.07916509453341
2007-09-11,1.0511351444055452,-1.6042000058078694,0.8607149775460424
2007-09-12,-0.02127926128688889,-0.2441129774300918,0.8270915674863609
2007-09-13,0.6413345984975958,-0.8755621015383128,0.8051769175035547
2007-09-14,-0.008994634998486906,0.04733755182872313,0.8227228025513328
2007-09-17,-0.4330879008805035,-0.8755621015383168,0.9881209094637081
2007-09-18,2.2631767808359045,1.7474463373009557,0.27086993010652605
2007-09-19,0.45722699625462065,0.9702372051957671,0.22769534933621102
2007-09-20,-0.5612415308144822,-1.3613207043846849,0.2842229086340199
2007-09-21,0.34042921804411963,-0.6327059623601644,0.0838898137329427
2007-09-24,-0.4439561113100198,-0.29268420526572203,0.13642619581077012
2007-09-25,-0.052301282508745627,0.9217123018502069,0.025930409637628448
2007-09-26,0.4038753909873382,0.04733755182872313,-0.11996564705225314
2007-09-27,0.2848730222504705,-0.4384210510176436,-0.2190879098309115
2007-09-28,-0.2657339871367291,-0.48696911660823744,-0.06338885636552591
2007-10-01,1.0242642982355332,-0.6327291246051995,-0.08771035044700365
2007-10-02,-0.04613279350505885,0.3873824711682033,0.009772866180841163
2007-10-03,-0.3876784641228356,-0.24411297743009044,0.055064123614831484
2007-10-04,0.14254100802193131,-0.001210513761870699,0.002396879375689036
2007-10-05,0.7311936660387718,-0.6327291246051981,-0.23354737659081592
2007-10-08,-0.2811294255836892,-0.3898266609369784,-0.1463596321491884
2007-10-09,0.6158472891904027,-0.48699227885327245,-0.36387503623506107
2007-10-10,-0.1612791888564031,0.14450316974501723,-0.2724853488321234
2007-10-11,-0.4361272994785959,0.387359308923175,0.06663097482988893
2007-10-12,0.3519138871020673,-0.29266104302068563,-0.10455835291529127
2007-10-15,-0.6940388248873566,0.7759522938532436,0.11949805738642029
2007-10-16,-0.5492341338589898,1.115974050947694,0.22633502265650432
2007-10-17,0.11481148542769844,0.29021685325191054,0.01712921455350118
2007-10-18,-0.08490920836262311,0.6302386103463556,0.011245726024344746
2007-10-19,-2.0875554267984398,0.5816673825107227,0.5995811116056173
2007-10-22,0.2762647289792418,-0.4384210510176436,0.43829326595397644
2007-10-23,0.6715394386750345,0.38735930892317366,0.2788894675632716
2007-10-24,-0.2193491704862847,1.1159972131927252,0.3304491326797766
2007-10-25,-0.10270101847335414,-0.3412554331013522,0.3784789348617055
2007-10-26,1.0633133461280906,-0.43839788877260993,0.16301539776209475
2007-10-29,0.2694765723563098,-0.6812771901957919,0.20584870272683645
2007-10-30,-0.5404518442470975,0.4845017645944287,0.3655811728105557
2007-10-31,0.9224088057947705,-0.6812771901957919,0.01565953333111977
2007-11-01,-2.153491517238407,0.43593053675880117,0.6290809879416422
2007-11-02,0.0386713314291765,0.9216891396051706,0.6055068355827278
2007-11-05,-0.41985616532596515,-0.29266104302068563,0.7552143015166919
2007-11-06,0.9269029739610046,-0.14697052175882866,0.4066406680292179
2007-11-07,-2.394387201101103,1.893183183052876,0.9891494366545756
2007-11-08,-0.07085942674878594,2.6703923151580575,0.9550020907500628
2007-11-09,-1.1688083219669338,-0.5841347345245316,1.1883734637246288
2007-11-12,-0.8229356648350256,0.29019369100687414,1.4253121088316651
2007-11-13,2.2542909615862783,-1.652771233643497,0.7315811932913192
2007-11-14,-0.5889439729884747,-0.6812771901957974,0.9319971044127373
